Gut Microbiota	Gut Microbiata NCBI ID	Gut Microbiota ID	Classification	Substrate	Substrate PubChem CID	Substrate  HMDB ID	Substrate ChEBI ID	Metabolite	Metabolite PubChem CID	Metabolite HMDB ID	Metabolite ChEBI ID
Butyricimonas synergistica MT01(T)		gm1136	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Butyrate	104775		CHEBI:17968
Adlercreutzia equolifaciens MT4s-5		gm1054	strain	(-)-Epicatechin	72276	HMDB0001871	CHEBI:90	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol			
Adlercreutzia equolifaciens MT4s-5		gm1054	strain	(-)-Catechin	73160	 HMDB0037953	CHEBI:33992	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol			
Adlercreutzia equolifaciens MT4s-5		gm1054	strain	Cianidanol	9064	HMDB0002780	CHEBI:15600	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol			
Eggerthella lenta JCM 9979		gm1137	strain	(-)-Epicatechin	72276	HMDB0001871	CHEBI:90	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol			
Eggerthella lenta JCM 9979		gm1137	strain	Cianidanol	9064	HMDB0002780	CHEBI:15600	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol			
Flavonifractor plautii MT42		gm1055	strain	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid			
Flavonifractor plautii MT42		gm1055	strain	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-5-(3,4-dihydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii MT42		gm1055	strain	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid			
Flavonifractor plautii MT42		gm1055	strain	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-5-(3,4-dihydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii MT42		gm1055	strain	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid			
Flavonifractor plautii MT42		gm1055	strain	(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid			
Flavonifractor plautii MT42		gm1055	strain	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-5-(3-hydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii MT42		gm1055	strain	(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-5-(3-hydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-5-(3,4-dihydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-5-(3,4-dihydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-5-(3-hydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 29863	411475	gm1138	strain	(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-5-(3-hydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-5-(3,4-dihydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-5-(3,4-dihydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4R)-5-(3-hydroxyphenyl)-γ-valerolactone			
Flavonifractor plautii ATCC 49531		gm1139	strain	(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol				(4S)-5-(3-hydroxyphenyl)-γ-valerolactone			
Clostridium sp. HGH136		gm1140	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	O-Desmethylangolensin	89472	HMDB0004629	CHEBI:88902
Slackia isoflavoniconvertens DSM 22006		gm1141	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Slackia isoflavoniconvertens DSM 22006		gm1141	strain	Genistein	5280961	HMDB0003217	CHEBI:28088	5-OH-Equol	9795113		
Clostridium asparagiforme DSM 15981	518636	gm1010	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Clostridium asparagiforme DSM 15981	518636	gm1010	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Clostridium asparagiforme DSM 15981	518636	gm1010	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Ethanol	702	HMDB0000108	CHEBI:16236
Escherichia sp. 12	1343175	gm1149	species	Myricitrin	5281673	 HMDB0034360	CHEBI:70082	Quercitrin	5280459	HMDB0033751	CHEBI:17558
Escherichia sp. 12	1343175	gm1149	species	Myricitrin	5281673	 HMDB0034360	CHEBI:70082	Myricetin	5281672	HMDB0002755	CHEBI:18152
Enterococcus sp. 45	1343173	gm0884	species	Myricitrin	5281673	 HMDB0034360	CHEBI:70082	Myricetin	5281672	HMDB0002755	CHEBI:18152
Enterococcus sp. 45	1343173	gm0884	species	Myricitrin	5281673	 HMDB0034360	CHEBI:70082	Quercetin	5280343	HMDB0033751	CHEBI:16243
Escherichia sp. 33	1343178	gm1150	species	Myricitrin	5281673	 HMDB0034360	CHEBI:70082	Myricetin	5281672	HMDB0002755	CHEBI:18152
Escherichia sp. 33	1343178	gm1150	species	Myricitrin	5281673	 HMDB0034360	CHEBI:70082	Quercetin	5280343	HMDB0033751	CHEBI:16243
Blautia faecis M25(T)		gm1152	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Blautia faecis M25(T)		gm1152	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Dialister succinatiphilus YIT 11850	742743	gm0929	strain	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Barnesiella intestinihominis YIT 11860(T)		gm1154	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Barnesiella intestinihominis YIT 11860(T)		gm1154	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Enterococcus sp. 45	1343173	gm0884	species	Cynaroside	5280637	HMDB0035588	CHEBI:27994	Luteolin	5280445	HMDB0005800	CHEBI:15864
Ruminococcus champanellensis 18P13(T)		gm1156	strain	D-(+)-Cellobiose	10712		CHEBI:17057	Acetate	175		CHEBI:30089
Ruminococcus champanellensis 18P13(T)		gm1156	strain	D-(+)-Cellobiose	10712		CHEBI:17057	Succinate	160419		CHEBI:30031
Lawsonibacter asaccharolyticus 3BBH22T		gm1157	strain					Acetate	175		CHEBI:30089
Lawsonibacter asaccharolyticus 3BBH22T		gm1157	strain					Butyrate	104775		CHEBI:17968
Eubacterium ramulus	39490	gm0737	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	3,4-Dihydroxyphenylacetic acid	547	HMDB0001336	CHEBI:41941
Enterococcus casseliflavus	37734	gm0738	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Quercetin	5280343	HMDB0005794	CHEBI:16243
Allisonella	209879	gm0041	genus					type I collagen cross-linked c-telopeptide			
Klebsiella	570	gm0380	genus					type I collagen cross-linked c-telopeptide			
Megasphaera	906	gm0435	genus					type I collagen cross-linked c-telopeptide			
Allisonella	209879	gm0041	genus					procollagen type 1 n-terminal propeptide			
Klebsiella	570	gm0380	genus					procollagen type 1 n-terminal propeptide			
Megasphaera	906	gm0435	genus					procollagen type 1 n-terminal propeptide			
Bacteroides fragilis	817	gm0082	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Bacteroides ovatus	28116	gm0084	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Bacteroides stercoris	46506	gm0717	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Bacteroides thetaiotaomicron	818	gm0087	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Bacteroides uniformis	820	gm0088	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Phocaeicola vulgatus	821	gm0874	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Oscillibacter	459786	gm0484	genus	Pyruvate	107735		CHEBI:15361	p-Cresol sulfate	4615423	HMDB0011635	CHEBI:82914
Oscillibacter	459786	gm0484	genus	Pyruvate	107735		CHEBI:15361	Indoxyl sulfate	10258	HMDB0000682	CHEBI:43355
Oscillibacter	459786	gm0484	genus	Pyruvate	107735		CHEBI:15361	p-Cresol glucuronide	154035	HMDB0011686	CHEBI:87986
Oscillibacter	459786	gm0484	genus	Pyruvate	107735		CHEBI:15361	Trimethylamine oxide	1145	HMDB0000925	CHEBI:15724
Clostridium sp. SDG-Mt85-3Db	1506	gm1169	strain	Secoisolariciresinol diglucoside	9917980	HMDB0036323		Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004
Bacteroides fragilis SDG-Mt85-5B	817	gm1170	strain	Secoisolariciresinol diglucoside	9917980	HMDB0036323		Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004
Bacteroides fragilis SDG-Mt85-4C	817	gm1171	strain	Secoisolariciresinol diglucoside	9917980	HMDB0036323		Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004
Bacteroides fragilis DIfE-05	817	gm1172	strain	Secoisolariciresinol diglucoside	9917980	HMDB0036323		Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004
Parabacteroides distasonis DSM 20701T	823	gm1173	strain	Secoisolariciresinol diglucoside	9917980	HMDB0036323		Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004
Bacteroides ovatus SDG-Mt85-3C	28116	gm1174	strain	Secoisolariciresinol diglucoside	9917980	HMDB0036323		Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004
Eggerthella lenta SECO-Mt75m3	84112	gm1175	strain	Lariciresinol	332427		CHEBI:67246	Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004
Eggerthella lenta SECO-Mt75m3	84112	gm1175	strain	Pinoresinol	73399		CHEBI:40	Lariciresinol	332427		CHEBI:67246
Blautia producta	33035	gm1176	species	Matairesinol	119205	HMDB0035698	CHEBI:6698	2,3-Bis(3,4-dihydroxybenzyl)butyrolactone	500189		
Blautia producta	33035	gm1176	species	Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004	Enterodiol	115089	HMDB0005056	CHEBI:81556
Eubacterium sp.	142586	gm0880	species	Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004	Enterodiol	115089	HMDB0005056	CHEBI:81556
Clostridium scindens	29347	gm0208	species	Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004	Enterodiol	115089	HMDB0005056	CHEBI:81556
Eggerthella lenta	84112	gm0695	species	Secoisolariciresinol	65373	HMDB0013692	CHEBI:65004	Enterodiol	115089	HMDB0005056	CHEBI:81556
Enterococcus faecalis	1351	gm0288	species	Pinoresinol	73399		CHEBI:40	Lariciresinol	332427		CHEBI:67246
Eubacterium ramulus	39490	gm0737	species	5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one	932	HMDB0128074	CHEBI:50202	Naringenin chalcone	5280960	HMDB0029631	CHEBI:15413
Eubacterium ramulus	39490	gm0737	species	Naringenin chalcone	5280960	HMDB0029631	CHEBI:15413	Phloretin	4788	HMDB0003306	CHEBI:17276
Eubacterium ramulus	39490	gm0737	species	Phloretin	4788	HMDB0003306	CHEBI:17276	Phloroglucinol	359	HMDB0013675	CHEBI:16204
Eubacterium ramulus	39490	gm0737	species	Phloretin	4788	HMDB0003306	CHEBI:17276	3-(4-Hydroxyphenyl)propionic acid	10394	HMDB0002199	CHEBI:32980
Eubacterium ramulus	39490	gm0737	species	Apigenin	5280443	HMDB0002124	CHEBI:18388	5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one	932	HMDB0128074	
Eubacterium ramulus	39490	gm0737	species	5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one	932	HMDB0128074	CHEBI:50202	Naringenin chalcone	5280960	HMDB0029631	CHEBI:15413
Eubacterium ramulus	39490	gm0737	species	Naringenin chalcone	5280960	HMDB0029631	CHEBI:15413	Phloretin	4788	HMDB0003306	CHEBI:17276
Eubacterium ramulus	39490	gm0737	species	Phloretin	4788	HMDB0003306	CHEBI:17276	Phloroglucinol	359	HMDB0013675	CHEBI:16204
Eubacterium ramulus	39490	gm0737	species	Phloretin	4788	HMDB0003306	CHEBI:17276	3-(4-Hydroxyphenyl)propionic acid	10394	HMDB0002199	CHEBI:32980
Parabacteroides distasonis	823	gm1177	species	Kaempferol-3-O-gal-rham-7-O-rham	5281693		CHEBI:8878	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Bacteroides uniformis	820	gm0088	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Quercetin	5280343	HMDB0005794	CHEBI:16243
Bacteroides ovatus	28116	gm0084	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Quercetin	5280343	HMDB0005794	CHEBI:16243
Eubacterium limosum	1736	gm0315	species	Glycitein	5317750	HMDB0005781	CHEBI:34778	6,7,4'-Trihydroxyisoflavone	5284649	HMDB0031715	CHEBI:74957
Bacteroides ovatus	28116	gm0084	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Streptococcus intermedius	1338	gm1178	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Blautia producta SNU-Julong 732	33035	gm1179	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Enterococcus faecium EPI1	1352	gm0948	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Lactobacillus mucosae EPI2	97478	gm0947	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Finegoldia magna EPI3	1260	gm0949	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Veillonella sp. EP	1926307	gm1180	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Blautia producta SNU-Julong 732	33035	gm1179	strain	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842	Equol	91469	HMDB0002209	CHEBI:34741
Eubacterium limosum	1736	gm0315	species	Isoxanthohumol	513197		CHEBI:171798	8-Prenylnaringenin	480764		CHEBI:50207
