query (Name + Affiliation)	Author	Documents	h.index	Affiliation	City	Country.Territory
Incagnoli, P#Hopital Universitaire Necker-Enfants Malades - APHP	NA	NA	NA	NA	NA	NA
Cakir, M#Karadeniz Technical University	Cakir, Murat	130	19	Karadeniz Technical University	Trabzon	Turkey
Kannathal, N#Nanyang Technological University	Kannathal, Natarajan	35	17	School of Computer Science and Engineering	Singapore City	Singapore
Kosho, T#Saitama Medical University	Kosho, Tomoki	182	30	Shinshu University	Matsumoto	Japan
Linnarsson, D#Linkoping University	Linnarsson, Dag	134	31	Karolinska Institutet	Stockholm	Sweden
Madden, B P#St Georges University London	Madden, Brendan Patrick	140	33	St George's Hospital	London	United Kingdom
Molinari, F#University of Munich	NA	NA	NA	NA	NA	NA
Noakes, T D#University of Cape Town	Noakes, Timothy D.	652	98	Cape Peninsula University of Technology	Bellville	South Africa
Wojcik, E M#Loyola University Chicago	Wojcik, Eva Maria	142	27	Loyola University Chicago	Chicago	United States
Pugliese, F#Sapienza University Rome	Pugliese, Francesco Rocco	244	36	Sapienza UniversitÃ  di Roma	Rome	Italy
Sandoval, J#National Institute of Cardiology - Mexico	Sandoval, Julio	146	27	Instituto Nacional de Cardiologia Ignacio Chavez	Tlalpan	Mexico
Romaniuk, J R#Louis Stokes Cleveland Veterans Affairs Medical Center	Romaniuk, Jaroslaw Richard	67	16	Case Western Reserve University	Cleveland	United States
Frey, N#Ruprecht Karls University Heidelberg	Frey, Norbert	465	56	Deutsches Zentrum fÃ¼r Herz-Kreislauf-Forschung e. V.	Berlin	Germany
Rostad, H#University of Oslo	Rostad, Hans Anton	91	18	Cancer Registry of Norway	Oslo	Norway
Sage, A M#University of Minnesota Twin Cities	Sage, Abby Maxson	23	14	AGRICULTURE AND CONSUMER SERVICES	Richmond	United States
Shanske, A L#Montefiore Medical Center	Shanske, Alan Lawrence	95	31	Albert Einstein College of Medicine of Yeshiva University	New York	United States
Shiber, J R#East Carolina University	Shiber, Joseph R.	70	9	University of Florida College of Medicine	Jacksonville	Puerto Rico
Sörensen, J#	SÃ¸rensen, SÃ¸ren Johannes	370	75	KÃ¸benhavns Universitet	Copenhagen	Denmark
Stoianovich, L#University of Belgrade	NA	NA	NA	NA	NA	NA
Thomeer, M G J#Leiden University - Excl LUMC	NA	NA	NA	NA	NA	NA
Blaise, G A#Western University	NA	NA	NA	NA	NA	NA
Valente, M#University of Padua	Valente, Marialuisa	255	43	Scuola di Medicina e Chirurgia	Padua	Italy
Vallejo, A F#University of Southern California	Vallejo, Alberto F.	7	5	Keck School of Medicine of USC	Los Angeles	United States
Groeneveld, A B J#Vrije Universiteit Amsterdam	Groeneveld, Arie Bastiaan Johan	387	62	Erasmus MC	Rotterdam	Netherlands
Webb, W R#University of California San Francisco	Webb, Watts Richard	219	59	University of California, San Francisco	San Francisco	United States
Yamashiro, S#University of Southern California	Yamashiro, Stanley M.	61	12	University of Southern California	Los Angeles	United States
Dempsey, J A#University of Wisconsin Madison	Dempsey, Jerome A.	371	87	University of Wisconsin-Madison	Madison	United States
Davis, R D#Sahlgrenska University Hospital	NA	NA	NA	NA	NA	NA
Sarmento Leite, Sarmento  Leite, Brazil.#University of Buenos Aires	NA	NA	NA	NA	NA	NA
Hoeper, M M#University of California San Diego	Hoeper, Marius M.	510	98	Hannover Medical School	Hannover	Germany
Han, F#Peking University	Han, Yafanga Fang	219	22	Beijing Institute of Aeronautical Materials	Beijing	China
Vonk-Noordegraaf, A#Vrije Universiteit Amsterdam	Vonk Noordegraaf, Anton	452	87	Amsterdam UMC - Vrije Universiteit Amsterdam	Amsterdam	Netherlands
Lawrence, V A#Harvard Medical School	Lawrence, Valerie A.	72	31	Texas A&M University Health Science Center	Bryan	United States
Qaseem, A#VA Palo Alto Health Care System	NA	NA	NA	NA	NA	NA
Li, D C#Johns Hopkins University	Li, Dan C.	11	5	Emory University School of Medicine	Atlanta	United States
Angus, D C#Keio University	NA	NA	NA	NA	NA	NA
Agarwal, S C#Newcastle Freeman Hospital	Agarwal, Sharad C.	19	10	Freeman Hospital	Newcastle	United Kingdom
Feingold, B#University of Pittsburgh	Feingold, B. M.	118	22	University of Pittsburgh School of Medicine	Pittsburgh	United States
Gerlis, L M#Royal Brompton Hospital	Gerlis, Leon M.	101	31	University College London	London	United Kingdom
Zakynthinos, E#Evangelismos Hospital	Zakynthinos, Epaminondas G.	163	35	University of Thessaly	Volos	Greece
Dennie, C J#Ottawa Hospital Research Institute	Dennie, Carole J.	142	35	L'HÃ´pital d'Ottawa	Ottawa	Canada
Akay, T H#Baskent University	Akay, Tankut Hakki	61	13	BaÅkent Ãniversitesi TÄ±p FakÃ¼ltesi	Ankara	Turkey
Anker, S D#Maastricht University Medical Centre	Anker, Stefan D.	1219	175	CharitÃ© â UniversitÃ¤tsmedizin Berlin	Berlin	Germany
Perrault, H#McGill University	Perrault, HÃ©lÃ¨ne M.	75	24	Centre Universitaire de SantÃ© McGill	Montreal	Canada
Schrier, R W#University of Colorado Denver	Schrier, Robert William	791	112	University of Colorado Anschutz Medical Campus	Aurora	United States
Bleeker, G B#Imperial College London	NA	NA	NA	NA	NA	NA
DeMarini, D M#United States Environmental Protection Agency	DeMarini, David M.	222	51	United States Environmental Protection Agency	Washington, D.C.	United States
Devecioglu, Y#Istanbul University	DeveciÌOÄlu, YalÃ§Ä±n	21	4	Istanbul Ãniversitesi	Istanbul	Turkey
Courtman, D W#Saint Michaels Hospital Toronto	Courtman, David W.	68	31	Ottawa Hospital Research Institute	Ottawa	Canada
Esmailpour, N#Tehran University of Medical Sciences	Esmailpour Bazaz, N.	13	6	Tehran University of Medical Sciences	Tehran	Iran
Figueroa, M S#University of Texas Health Science Center at San Antonio	Figueroa, Michael S.	1	1	University of Texas Health Science Center at San Antonio	San Antonio	United States
Herve, P#Hopital Marie Lannelongue	HervÃ©, PhilippÃ© A.	185	61	Centre Chirurgical Marie Lannelongue	Le Plessis-Robinson	France
Byrd, R P#East Tennessee State University	Byrd, Ryland P.	139	21	East Tennessee State University	Johnson	United States
Miller, Y E#University of Colorado Denver	Miller, York E.	153	45	Rocky Mountain Regional Veterans Affairs Medical Center	Aurora	United States
Jung, B#University of Freiburg	Jung, Bernard AndrÃ©	105	33	University Hospital Bern	Bern	Switzerland
Yoo, B H#	Yoo, Byungm Chul	186	41	Konkuk University Graduate School of Medicine	Seoul	South Korea
Behr, J#University of Munich	Behr, JÃ¼ergen	346	71	Klinikum der UniversitÃ¤t MÃ¼nchen	Munich	Germany
Levine, S M#University of Texas Health Science Center at San Antonio	Levine, Stephanie M.	97	31	South Texas Veterans Health Care System	San Antonio	United States
Kitakaze, M#Osaka University	Kitakaze, Masafumi	612	87	Hanwa Memorial Hospital	Osaka	Japan
Misthos, P#National & Kapodistrian University of Athens	Misthos, Panagiotis A.	42	11	Sismanoglio Hospital	Athens	Greece
Nielsen, J#Aalborg University Hospital	Nielsen, Jens Cosedis	301	56	Aarhus Universitetshospital	Aarhus	Denmark
Tsujino, I#Hokkaido University	Tsujino, Ichizo	142	31	Hokkaido University Hospital	Sapporo	Japan
Date, H#Okayama University	Date, Hiroshi	868	62	Kyoto University	Kyoto	Japan
Pascale, P#University Zurich Hospital	Pascale, Patrizio	130	21	Centre Hospitalier Universitaire Vaudois	Lausanne	Switzerland
Fdn Hosp Alcorcon, Spain.#Alcorcon Foundation University Hospital	NA	NA	NA	NA	NA	NA
Perrin, G#Assistance Publique-Hopitaux de Marseille	Perrin, Gilles	38	23	Hopital La Timone	Marseille	France
Philibert, D#Laval University	Philibert, Daniel	75	30	Sanofi S.A.	Gentilly	France
Piepoli, M F#	PIEPOLI, MASSIMO Francesco	748	124	Gruppo Ospedaliero San Donato	San Donato Milanese	Italy
Yang, Y J#National Cheng Kung University Hospital	Yang, Yao-Jong Jong	99	27	National Cheng Kung University Hospital	Tainan	Taiwan
Fujita, J#Kochi University	Fujita, Jiro	657	46	Graduate School of Medicine	Nishihara	Japan
Shintaku, M#Osaka Red Cross Hospital	Shintaku, Masayuki	180	23	Kansai Medical University Hospital	Hirakata	Japan
Sugimoto, S#Okayama University	Sugimoto, Seiichiro	154	19	Graduate School of Medicine, Dentistry and Pharmaceutical Sciences	Okayama	Japan
Swallow, T#	Swallow, Thomas W.	8	2	Northampton General Hospital	Northampton	United Kingdom
Whitlock, G#University of Oxford	Whitlock, Gary	61	34	Clinical Trial Service Unit and Epidemiological Studies Unit	Oxford	United Kingdom
Chesler, N C#University of Wisconsin Madison	Chesler, Naomi C.	212	37	University of California, Irvine	Irvine	United States
van Zundert, A A J#University of Dundee	NA	NA	NA	NA	NA	NA
Venkatesan, T#Christian Medical College & Hospital	Thiruvenkatarajan, Venkatesan	64	13	The Queen Elizabeth Hospital, North Western Adelaide Health Service	Woodville South	Australia
Wiebe, K#Hannover Medical School	Wiebe, Karsten	90	22	UniversitÃ¤tsklinikum MÃ¼nster	Munster	Germany
Bergmann, I#University of Bern	Bergmann, Ivo P.	10	5	Regional Hospital Emmental	Burgdorf	Switzerland
Rasche, K#Ruhr University Bochum	Rasche, Kurt	248	20	UniversitÃ¤t Witten/Herdecke	Witten	Germany
Specker, C#	Specker, Christof	193	41	Kliniken Essen-Mitte	Essen	Germany
Yu, J#University of Louisville	Kang, Yujian James	207	57	West China School of Medicine/West China Hospital of Sichuan University	Chengdu	China
Mal, H#CHU Bordeaux	NA	NA	NA	NA	NA	NA
Estenne, M#University of Pennsylvania	NA	NA	NA	NA	NA	NA
Harvard Univ, 401  Pk  Dr, Landmark  Ctr, M A 02215  U S A.#Brigham & Women's Hospital	NA	NA	NA	NA	NA	NA
Ruberg, F L#Boston University	Ruberg, F. L.	139	44	Boston University Chobanian & Avedisian School of Medicine	Boston	United States
West, J B#University of California San Diego	West, John B.	501	66	UC San Diego Health	San Diego	United States
Goldman, L#University of California San Francisco	Goldman, Lee S.	332	102	Mailman School of Public Health	New York	United States
Omerovic, E#University of Gothenburg	Omerovic, Elmir	257	46	Sahlgrenska Universitetssjukhuset	Gothenburg	Sweden
Schmidt, J#Witten Herdecke University	Schmidt, Johannes	34	14	Technische UniversitÃ¤t MÃ¼nchen	Munich	Germany
Alba, A S#Columbia University	Alba, Augusta S.	51	21	Coler Goldwater Specialty Hospital & Nursing Facility	Roosevelt Island	United States
Allyn, J W#Brigham & Women's Hospital	NA	NA	NA	NA	NA	NA
Barbi, M#Istituto di Fisiologia Clinica	NA	NA	NA	NA	NA	NA
Bartels, M N#Childrens Hospital of Philadelphia	NA	NA	NA	NA	NA	NA
Hasdai, D#Tel Aviv University	Hasdai, David	221	57	Tel Aviv University	Tel Aviv-Yafo	Israel
Bishop, J#University of Toronto	Bishop, Justin Avery	354	63	UT Southwestern Medical School	Dallas	United States
Buczinski, S#Universite de Montreal	Buczinski, SÃ©bastien M.C.	189	24	University of Montreal	Montreal	Canada
Butler, K H#University of Maryland Baltimore	Butler, Kenneth H.	14	7	University of Maryland School of Medicine	Baltimore	United States
Hsu, W H#China Medical University Hospital - Taiwan	Hsu, Wu Huei	209	34	China Medical University Hospital	Taichung	Taiwan
Coolidge, E H#Acadia University	Coolidge, Emily H.	4	3	The University of British Columbia	Vancouver	Canada
Davenport, A#UCL Medical School	Davenport, Andrew	676	67	University College London	London	United Kingdom
Day, R#University of Utah	Day, Roberta O.	236	51	University of Massachusetts Amherst	Amherst	United States
Desachy, A#	Desachy, Arnaud	59	24	Community Hospital Centre	Angouleme	France
Ferrari, D#	De Ferrari, Gaetano Maria	445	60	UniversitÃ  degli Studi di Torino	Turin	Italy
Foulds, J#Rutgers Biomedical & Health Sciences	Foulds, Jonathan A.	183	45	Penn State College of Medicine	Hershey	United States
Giammanco, G M#Azienda Ospedaliera Universitaria Policlinico Vittorio Emanuele Presidio Ferraotto	NA	NA	NA	NA	NA	NA
Kavanagh, K M#University of Alberta	Kavanagh, Katherine M.	73	25	Cumming School of Medicine	Calgary	Canada
Inoue, N#Yokohama City University	Inoue, Naoto	77	20	Kamata General Hospital	Tokyo	Japan
Chung, M P#Samsung Medical Center	Chung, Man-pyo	218	41	SKKU School of Medicine	Suwon	South Korea
Kamrani, F#Shahid Beheshti University Medical Sciences	Kamrani, Farhad	2	0	Shahid Beheshti University of Medical Sciences	Tehran	Iran
Kilic, D#Baskent University	KÄ±lÄ±Ã§, Dalokay	79	13	BaÅkent Ãniversitesi	Ankara	Turkey
Rubens, F D#University of Ottawa	Rubens, Fraser Douglas	232	41	University of Ottawa	Ottawa	Canada
Yoon, B W#Inje University	Yoon, Byoungwoo	259	54	Uijeongbu Eulji Medical Center	Uijeongbu	South Korea
Langberg, J J#Emory University	Langberg, Jonathan J.	191	59	Emory University	Atlanta	United States
Lobel, R M#University of Vermont	Lobel, Robert M.	8	4	University of Vermont	Burlington	United States
Srivastava, D#University of Texas Southwestern Medical Center Dallas	Srivastava, Deepak	236	90	Roddenberry Center for Stem Cell Biology and Medicine at Gladstone	San Francisco	United States
Murakami, G#Kyoto Prefectural University of Medicine	NA	NA	NA	NA	NA	NA
Deschildre, A#CHU Lille	Deschildre, Antoine	303	38	UniversitÃ© de Lille	Lille	France
del Paso, G A R#Basurto Hospital	NA	NA	NA	NA	NA	NA
Freedman, J#Icahn School of Medicine at Mount Sinai	Freedman, Jeffrey	64	15	SUNY Downstate Health Sciences University	New York	United States
Roth, W#Ruprecht Karls University Heidelberg	Roth, Wilfried	237	47	UniversitÃ¤tsmedizin Mainz	Mainz	Germany
Dupuis, J#Assistance Publique-Hopitaux de Marseille	NA	NA	NA	NA	NA	NA
Schwenger, V#Ruprecht Karls University Heidelberg	Schwenger, Vedat	259	43	Klinikum Stuttgart	Stuttgart	Germany
Singh, T P#Children's Hospital of Michigan	Singh, Tajinder P.	118	34	Boston Children's Hospital	Boston	United States
Channer, K S#University of Sheffield	Channer, Kevin Stephen	242	57	Sheffield Hallam University	Sheffield	United Kingdom
Tawhai, M H#University of Iowa	Tawhai, M. H.	180	39	Auckland Bioengineering Institute	Auckland	New Zealand
Huisman, M V#Slotervaart Hospital	Huisman, Menno V.	632	90	Leids Universitair Medisch Centrum	Leiden	Netherlands
White, C S#University of Maryland Baltimore	White, Charles S.	317	49	University of Maryland School of Medicine	Baltimore	United States
Blalock, J E#Utrecht University	Edwin Blalock, J. Edwin	331	69	Program in Protease and Matrix Biology	NA	NA
Wyckoff, M H#James Cook University Hospital	NA	NA	NA	NA	NA	NA
Pichon, A#	Le Pichon, Alexis	108	38	Commissariat a l'Energie Atomique et aux Energies Alternatives	Gif-sur-Yvette	France
Hsia, C C W#University of Texas Southwestern Medical Center Dallas	Hsia, Connie C.W.	149	40	UT Southwestern Medical School	Dallas	United States
Conroy, S P#Nottingham City Hospital	Conroy, S. Paul	193	35	University College London	London	United Kingdom
Henriques-Normark, B#Max Planck Society	NA	NA	NA	NA	NA	NA
Pacaud, P#CHU de Nantes	Pacaud, Pierre	112	47	L'institut du Thorax	Nantes	France
Kodavanti, U P#University of North Carolina Chapel Hill	Kodavanti, Urmila P.	181	41	United States Environmental Protection Agency	Washington, D.C.	United States
Royter, V#David Geffen School of Medicine at UCLA	Royter, Vladimir	9	7	Cedars-Sinai Medical Center	Los Angeles	United States
Gao, Z C#Peking University	Gao, Zhancheng	144	34	Peking University People's Hospital	Beijing	China
Brochard, L#University of Cambridge	Brochard, Laurent	44	14	Ecole des Ponts ParisTech	Marne-la-Vallee	France
Brown, M D#Children's Hospital of Wisconsin	Brown, David M.	188	60	Houston Methodist Hospital	Houston	United States
Chen, S A#Taipei Medical University	Chen, Shihann	1075	92	National Yang Ming Chiao Tung University	Hsinchu	Taiwan
Schilling, R J#University of Manchester	NA	NA	NA	NA	NA	NA
Fadel, E#McGill University	Fadel, Elie	3	0	Centre Universitaire de SantÃ© McGill	Montreal	Canada
Brown, K K#National Jewish Health	Brown, Kevin K.	260	103	National Jewish Health	Denver	United States
Fukui, S#Osaka University	Fukui, Saburo	257	40	Kyoto University	Kyoto	Japan
O'Toole, G A#Nihon University	NA	NA	NA	NA	NA	NA
Gates, G F#	Gates, Gary F.	64	20	Providence St. Vincent Medical Center	Portland	United States
Rein, A J J T#Hebrew University of Jerusalem	Rein, Azaria J.J.T.	102	31	Hebrew University of Jerusalem	Jerusalem	Israel
Greenough, A#Guy's & St Thomas' NHS Foundation Trust	Greenough, A.	932	61	Faculty of Life Sciences & Medicine	London	United Kingdom
Banner, N R#Royal Brompton Hospital	Banner, Nicholas Robert	257	52	Royal Brompton & Harefield NHS Foundation Trust	London	United Kingdom
Hellmann, M A#University of Bonn	Hellmann, Matthias Alexander	1	1	UniversitÃ¤tsklinikum Bonn	Bonn	Germany
Herrmann, B W#Washington University	Herrmann, Brian William	28	11	University of Colorado School of Medicine	Aurora	United States
Hinwood, A L#Curtin University	NA	NA	NA	NA	NA	NA
Jersenius, U#Uppsala University Hospital	NA	NA	NA	NA	NA	NA
Levi, D S#University of California Los Angeles	Levi, Daniel Steven	150	30	UCLA Mattel Children's Hospital	Los Angeles	United States
Wang, M#Far Eastern Memorial Hospital	Wang, Seu Mei	85	24	National Taiwan University College of Medicine	Taipei	Taiwan
Miyawaki-Shimizu, K#University of Illinois Chicago Hospital	NA	NA	NA	NA	NA	NA
Moffett, B S#Baylor College of Medicine	Moffett, Brady S.	150	25	Texas Children's Hospital	Houston	United States
Nykanen, D G#	Nykanen, David G.	110	36	Arnold Palmer Hospital for Children and Women	Orlando	United States
Park, Y H#Yonsei University Health System	Park, Sunghyouk	119	32	College of Natural Sciences	Seoul	South Korea
Wylam, M E#Mayo Clinic	Wylam, Mark E.	76	27	Mayo Clinic	Rochester	United States
Bailey, P L#University of Rochester	Bailey, Peter L.	69	28	University of Rochester	Rochester	United States
Pedersen, B K#University of Copenhagen	Pedersen, Bente Klarlund	684	130	Rigshospitalet	Copenhagen	Denmark
Lee, R T#Brigham & Women's Hospital	Lee, Richard T.	460	109	Harvard University	Cambridge	United States
Gottlieb, S S#University of Maryland Baltimore	Gottlieb, Stephen Scott	247	63	University of Maryland School of Medicine	Baltimore	United States
Passamonti, F#University of Pavia	Passamonti, Francesco	319	75	UniversitÃ  degli Studi di Milano	Milan	Italy
Sanaei-Zadeh, H#Iran University of Medical Sciences	Sanaei-Zadeh, Hossein	122	12	Ali Asghar Hospital	Shiraz	Iran
Sánchez, M E#University of Puerto Rico Medical Sciences Campus	SÃ¡nchez, Magda E.	2	1	University of Puerto Rico School of Medicine	San Juan	Puerto Rico
Takahashi, T#Okayama Prefectural University	Takahashi, Takashi	437	52	Nagoya University	Nagoya	Japan
Thomas, P A#Aix-Marseille Universite	Thomas, Pascal Alexandre	438	62	Aix Marseille UniversitÃ©	Marseille	France
Vida, V L#University of Padua	Vida, Vladimiro Lorenzo	249	32	UniversitÃ  degli Studi di Padova	Padua	Italy
Voelkel, N F#Johns Hopkins University	Voelkel, Norbert Felix	495	101	Amsterdam Cardiovascular Sciences	Amsterdam	Netherlands
Wagner, E M#Johns Hopkins University	Wagner, Elizabeth M.	116	30	Johns Hopkins Asthma & Allergy Center	Baltimore	United States
Wagner, P D#University of California San Diego	Wagner, Peter David	530	90	Department of Medicine	La Jolla	United States
Blann, A D#University of Birmingham	Blann, Andrew D.	539	85	University of Huddersfield	Huddersfield	United Kingdom
Moller, S#University of Copenhagen	Moller, Soren	324	56	Det Sundhedsvidenskabelige Fakultet	Copenhagen	Denmark
Mal, H#Hopital Universitaire Beaujon - APHP	Mal, HervÃ©	353	51	HÃ´pital Bichat-Claude-Bernard AP-HP	Paris	France
Lin, C C#Mackay Junior College of Medicine, Nursing & Management	Lin, Yicheng	314	55	Chang Gung University College of Medicine	Taoyuan	Taiwan
Nattel, S#University of Cape Town	NA	NA	NA	NA	NA	NA
Robinson, G V#	Robinson, Veronica Godfrey	42	8	National Institute of Environmental Health Sciences (NIEHS)	Research Triangle Park	United States
Meier, B#University Hospital of Bern	Meier, Bernhard	911	97	University Hospital Bern	Bern	Switzerland
Goetze, J P#University of Copenhagen	Goetze, Jens P. Peter	286	39	Rigshospitalet	Copenhagen	Denmark
Baldwin, J T#Penn State Health	NA	NA	NA	NA	NA	NA
DeMaria, A N#Oregon Health & Science University	DeMaria, Anthony Nicolas	644	78	UC San Diego Health	San Diego	United States
Akay, T H#Baskent University	Akay, Tankut Hakki	61	13	BaÅkent Ãniversitesi TÄ±p FakÃ¼ltesi	Ankara	Turkey
Bastian, A#Ruhr University Bochum	Bastian, Andreas	36	17	Klinik fÃ¼r Pneumologie	Bochum	Germany
Moorman, A F M#St Georges University London	Moorman, Antoon Fransiscus Maria	409	90	Universiteit van Amsterdam	Amsterdam	Netherlands
Huisman, M V#Leiden University Medical Center	Huisman, Menno V.	632	90	Leids Universitair Medisch Centrum	Leiden	Netherlands
Rosenberg, O#Ministry of Health of the Russian Federation	Rosenberg, Oleg A.	15	4	A. M. Granov Russian Research Centre for Radiology and Surgical Technologies	Saint Petersburg	Russian Federation
Sharma, A K#	Sharma, Aman K.	539	37	Postgraduate Institute of Medical Education & Research, Chandigarh	Chandigarh	India
Conte, J V#Johns Hopkins Medicine	Conte, John V.	297	70	Pennsylvania State University	University Park	United States
Bottio, T#University of Padua	Bottio, Tomaso	227	28	UniversitÃ  degli Studi di Padova	Padua	Italy
Ceylaner, S#Ministry of Health - Turkey	Ceylaner, Serdar	242	19	Intergen Genetics Laboratory	Ankara	Turkey
Chamanza, R#	Chamanza, Ronnie	26	12	Janssen Pharmaceutica, Headquarters	Beerse	Belgium
Chhajed, P N#University of Basel	Chhajed, Prashant N.	153	36	Universitat Basel	Basel	Switzerland
Chinen, K#Kyorin University	Chinen, Katsuya	23	9	Nerima General Hospital	Tokyo	Japan
Cronin, P#University of Michigan	Cronin-Hennessy, Daniel P.	628	91	University of Minnesota Twin Cities	Minneapolis	United States
Clark, S C#Newcastle Freeman Hospital	Clark, Stephen Charles	100	24	Freeman Hospital	Newcastle	United Kingdom
Clyman, R I#University of California San Francisco	Clyman, Ronald Ian	262	57	University of California, San Francisco	San Francisco	United States
Coche, E#Cliniques Universitaires Saint-Luc	Coche, Emmanuel E.	172	38	Cliniques Universitaires Saint-Luc	Brussels	Belgium
Comp, P C#Veterans Health Administration	Comp, Philip Cinnamon	110	42	University of Oklahoma Health Sciences Center	Oklahoma City	United States
Dempfle, C E#Ruprecht Karls University Heidelberg	Dempfle, Carl Erik Hartmut	199	39	IMD Coagulation Center Mannheim	Mannheim	Germany
Drain, A J#Papworth Hospital	Drain, Andrew J.	17	9	Royal Papworth Hospital NHS Foundation Trust	Cambridge	United Kingdom
Eble, B K#Baylor College of Medicine	Eble, Brian K.	18	8	Arkansas Children's Hospital	Little Rock	United States
Egan, T M#University of North Carolina School of Medicine	Egan, Thomas M.	177	46	UNC School of Medicine	Chapel Hill	United States
Martins, M A#Universidade Cidade de Sao Paulo	Camargo, AntÃ´nio Carlos Martins	152	44	Instituto Butantan	Sao Paulo	Brazil
Galindo, A#	Galindo-Uribarri, A.	285	44	The University of Tennessee, Knoxville	Knoxville	United States
Groeneveld, A B J#Vrije Universiteit Amsterdam	Groeneveld, Arie Bastiaan Johan	387	62	Erasmus MC	Rotterdam	Netherlands
Hajdu, J#Semmelweis University	HajdÃº, JÃºlia	83	15	Magzati KardiolÃ³giai Munkacsoport	Budapest	Hungary
Altundag, K#Hacettepe University	Altundag, Kadri	519	33	MKA Breast Cancer Clinic	Ankara	Turkey
Shirasaki, F#Nagasaki University	NA	NA	NA	NA	NA	NA
Herberg, U#University Medical Center Hamburg-Eppendorf	Herberg, Ulrike	104	22	UniversitÃ¤tsklinikum Bonn	Bonn	Germany
Barth, P J#University Hospital of Giessen & Marburg	Barth, Peter Josef	210	42	Gerhard-Domagk-Institut fÃ¼r Pathologie	Munster	Germany
Riley, D J#Rutgers Biomedical & Health Sciences	Riley, David J.	97	32	Rutgers Robert Wood Johnson Medical School	Piscataway	United States
Krishnaswamy, G#East Tennessee State University	Krishnaswamy, Guha A.	148	39	Wake Forest University	Winston Salem	United States
Kontoghiorghes, G J#	Kontoghiorghes, George J.	159	43	Postgraduate Research Institute of Science, Technology, Environment and Medicine Limassol	Limassol	Cyprus
Konstantinov, I E#University of Western Australia	Konstantinov, Igor E.	489	43	Royal Children's Hospital, Melbourne	Melbourne	Australia
Korakianitis, T#University of Glasgow	Korakianitis, Theodosios P.	166	34	Saint Louis University	St. Louis	United States
van den Bosch, J M M#Royal Brompton Hospital	van den Bosch, Jules M.M.	193	50	University Medical Center Utrecht	Utrecht	Netherlands
Kumagai, K#	Kumagai, Ken'ichi	272	41	Hokkaido University	Sapporo	Japan
Cheng, G#Chinese University of Hong Kong	Cheng, Guo'an	165	24	College of Nuclear Science and Technology, Beijing Normal University	Beijing	China
Hosp Gen Gregorio Maranon, Spain.#General University Gregorio Maranon Hospital	NA	NA	NA	NA	NA	NA
Ma, T S#Michael E DeBakey VA Medical Center	Ma, Tony S.	19	11	Michael E. DeBakey VA Medical Center	Houston	United States
Matsuno, H#	Matsuno, Hiroyuki	143	32	Doshisha Women's College of Liberal Arts	Kyotanabe	Japan
Sztajnkrycer, M D#Mayo Clinic	Sztajnkrycer, Matthew D.	79	18	Mayo Clinic	Rochester	United States
Memeo, M#Universita degli Studi di Bari Aldo Moro	Memeo, Maurizio	16	11	UniversitÃ  degli studi di Bari Aldo Moro	Bari	Italy
Monreal, M#Servicio Navarro de Salud - Osasunbidea	NA	NA	NA	NA	NA	NA
Muneuchi, G#Kyoto University	NA	NA	NA	NA	NA	NA
Naunheim, K S#Mayo Clinic	NA	NA	NA	NA	NA	NA
Naylor, J M#University of New South Wales Sydney	Naylor, Justine Maree	173	34	UNSW Medicine	Kensington	Australia
Onem, G#Pamukkale University	Ãnem, GÃ¶khan	41	9	Pamukkale Ãniversitesi	Denizli	Turkey
Uhal, B D#Onassis Cardiac Surgery Center	NA	NA	NA	NA	NA	NA
Lee, S D#Asan Medical Center	Lee, Sang-do	344	44	University of Ulsan College of Medicine	Seoul	South Korea
Mosgoeller, W#Medical University of Vienna	Mosgoeller, Wilhelm	55	24	Medizinische UniversitÃ¤t Wien	Vienna	Austria
Provencher, S#Hopital Marie Lannelongue	NA	NA	NA	NA	NA	NA
Provencher, S#Institut National de la Sante et de la Recherche Medicale	NA	NA	NA	NA	NA	NA
Puvabanditsin, S#State University of New York	Puvabanditsin, Surasak	56	10	Rutgers Robert Wood Johnson Medical School	Piscataway	United States
Loscalzo, J#Harvard Medical School	Loscalzo, Joseph	875	131	Brigham and Women's Hospital	Boston	United States
Rasekh, A#Saint Lukes Episcopal Hospital	Rasekh, Abdi	65	17	Texas Heart Institute	Houston	United States
Restrepo, C S#Universidad Nacional de Colombia	Restrepo, Carlos Santiago	131	34	University of Texas Health Science Center at San Antonio	San Antonio	United States
Samama, M M#Hopital Universitaire Hotel-Dieu - APHP	Samama, Charles Marc	382	58	Hopital Cochin AP-HP	Paris	France
Scherlag, B J#University of Oklahoma Health Sciences Center	Scherlag, Benjamin Jacob	360	57	University of Oklahoma Health Sciences Center	Oklahoma City	United States
Schmitz, M L#University of Arkansas Medical Sciences	Schmitz, Michael L.	336	68	Justus-Liebig-UniversitÃ¤t GieÃen	Giessen	Germany
Meisel, A#Charite Universitatsmedizin Berlin	Meisel, Andreas	302	64	CharitÃ© â UniversitÃ¤tsmedizin Berlin	Berlin	Germany
Sharma, G#University of Texas Medical Branch Galveston	Sharma, Gulshan	89	28	University of Texas Medical Branch, School of Medicine	Galveston	United States
Sovari, A A#Universite de Montreal	NA	NA	NA	NA	NA	NA
U Nemocnice 1, Czech  Republic.#Charles University Prague	NA	NA	NA	NA	NA	NA
Tesler, U F#	Tesler, Ugo Filippo	53	9	Ettore Majorana Foundation and Center for Scientific Culture	Erice	Italy
