Mol ID	Molecule name	Molecule name.link	MW	AlogP	HDon	HAcc	OB (%)	Caco-2	BBB	DL	FASA-	HL
MOL010752	p-Nitrosotoluene	https://tcmsp-e.com/molecule.php?qn=10752	121.15	2.56	0	2	55.71	1.74	1.73	0.02	0.53	11.87
MOL010753	(2R)-1-ethoxypropan-2-ol	https://tcmsp-e.com/molecule.php?qn=10753	104.17	0.24	1	2	38.46	0.64	-0.11	0.01	0.21	11.14
MOL010754	Ethyltrimethylethylene	https://tcmsp-e.com/molecule.php?qn=10754	98.21	3.10	0	0	44.64	1.83	2.07	0.01	0.29	11.43
MOL010755	3,3,6,9,9,10-hexamethyl-1-decene	https://tcmsp-e.com/molecule.php?qn=10755	224.48	6.17	0	0	5.87	1.83	2.00	0.06	0.27	
MOL010756	2-methyl-butanol-1-ol	https://tcmsp-e.com/molecule.php?qn=10756	104.17	0.82	2	2	84.22	0.49	0.54	0.01	0.24	11.27
MOL010757	Tiglaldehyde	https://tcmsp-e.com/molecule.php?qn=10757	84.13	1.36	0	1	75.53	1.27	1.68	0.00	0.36	11.81
MOL010758	3,7,1,5-tetramethyl-2-Hexadecen-1-ol	https://tcmsp-e.com/molecule.php?qn=10758	296.60	7.46	1	1	32.89	1.26	0.98	0.13	0.22	5.18
MOL010759	C2H5CH=CHCOOH	https://tcmsp-e.com/molecule.php?qn=10759	100.13	1.33	1	2	61.28	0.77	1.04	0.01	0.33	11.68
MOL010760	2-ethylidene-1,1-dimethyl-cyclopentane	https://tcmsp-e.com/molecule.php?qn=10760	124.25	3.20	0	0	48.60	1.84	2.27	0.02	0.25	11.47
MOL010761	3,7-dimethyl-cyclopenta cyclooctene	https://tcmsp-e.com/molecule.php?qn=10761	170.27	3.10	0	0	46.51	1.90	1.94	0.06	0.36	-4.03
MOL010762	3,8-menthadiene	https://tcmsp-e.com/molecule.php?qn=10762	136.26	3.50	0	0	40.26	1.91	2.28	0.02	0.28	11.37
MOL010763	3-methylhexa-2,4-diene	https://tcmsp-e.com/molecule.php?qn=10763	96.19	2.67	0	0	48.23	1.85	2.08	0.01	0.36	11.47
MOL010764	2-Methyl-1-naphthol	https://tcmsp-e.com/molecule.php?qn=10764	158.21	2.96	1	1	60.30	1.66	1.74	0.05	0.44	-2.32
MOL010765	3-methyl-6-(1-methylethyl-idene)-cyclohexene	https://tcmsp-e.com/molecule.php?qn=10765	136.26	3.45	0	0	30.03	1.87	2.12	0.02	0.27	11.12
MOL010766	3-METHYLPHENANTHRENE	https://tcmsp-e.com/molecule.php?qn=10766	192.27	4.13	0	0	17.11	1.94	1.84	0.11	0.49	
MOL010767	p-Toluyl chloride	https://tcmsp-e.com/molecule.php?qn=10767	154.60	2.52	0	1	54.03	1.40	1.43	0.02	0.57	11.87
MOL010768	KYNA	https://tcmsp-e.com/molecule.php?qn=10768	189.18	1.78	2	4	44.72	0.33	-0.03	0.08	0.41	5.98
MOL010769	Methyl 5-methylhexanoate	https://tcmsp-e.com/molecule.php?qn=10769	144.24	2.31	0	2	20.20	1.22	1.41	0.02	0.20	
MOL010770	3-Undecyne	https://tcmsp-e.com/molecule.php?qn=10770	152.31	5.07	0	0	20.66	1.94	1.97	0.02	0.20	
MOL010771	(S)-1-Boc-3-methylpiperazine	https://tcmsp-e.com/molecule.php?qn=10771	200.32	0.95	1	4	1.06	0.90	0.97	0.05	0.25	
MOL010772	Methylbenzylamine	https://tcmsp-e.com/molecule.php?qn=10772	121.20	1.37	1	1	59.64	1.54	1.81	0.02	0.36	-2.52
MOL010773	1,3-p-Menthadien-7-al	https://tcmsp-e.com/molecule.php?qn=10773	150.24	2.61	0	1	40.70	1.43	1.65	0.03	0.30	1.72
MOL010774	[(2S)-6-methylhept-5-en-2-yl] acetate	https://tcmsp-e.com/molecule.php?qn=10774	170.28	2.64	0	2	32.07	1.31	1.46	0.03	0.24	6.07
MOL010775	Allyloxybenzene	https://tcmsp-e.com/molecule.php?qn=10775	134.19	2.43	0	1	49.30	1.67	1.85	0.02	0.42	4.37
MOL010776	2-Butene, 2-phenyl-, (Z)-	https://tcmsp-e.com/molecule.php?qn=10776	132.22	3.23	0	0	39.71	1.90	2.03	0.02	0.43	-2.25
MOL010777	WLN: G1G	https://tcmsp-e.com/molecule.php?qn=10777	84.93	1.07	0	0	7.57	1.82	2.45	0.00	0.73	
MOL010778	m-Ethylacetophenone	https://tcmsp-e.com/molecule.php?qn=10778	148.22	2.51	0	1	20.80	1.43	1.52	0.03	0.39	
MOL010779	DS	https://tcmsp-e.com/molecule.php?qn=10779	154.21	0.17	0	4	72.36	0.93	0.66	0.02	0.18	10.92
MOL010780	Ephedroxane	https://tcmsp-e.com/molecule.php?qn=10780	191.25	2.03	0	3	2.03	1.19	1.28	0.06	0.36	
MOL010781	Ethyl 2-decenoate	https://tcmsp-e.com/molecule.php?qn=10781	198.34	4.21	0	2	58.16	1.29	1.31	0.04	0.22	5.52
MOL010782	Methyl 2-decenoate	https://tcmsp-e.com/molecule.php?qn=10782	184.31	3.86	0	2	19.29	1.30	1.41	0.03	0.18	
MOL010783	carvenone	https://tcmsp-e.com/molecule.php?qn=10783	150.24	2.57	0	1	51.37	1.36	1.51	0.03	0.35	11.12
MOL010784	isobutyric acid	https://tcmsp-e.com/molecule.php?qn=10784	88.12	0.90	1	2	75.37	0.71	1.00	0.01	0.34	11.53
MOL010785	()-N-Methylephedrine	https://tcmsp-e.com/molecule.php?qn=10785	179.29	1.77	1	2	63.64	1.03	1.18	0.04	0.35	4.50
MOL010786	O-benzoyl-L-(+)-pseudoephedrine	https://tcmsp-e.com/molecule.php?qn=10786	269.37	3.28	1	3	65.17	0.99	0.76	0.13	0.41	6.86
MOL010787	Trans-ionone	https://tcmsp-e.com/molecule.php?qn=10787	192.33	3.02	0	1	40.60	1.37	1.55	0.05	0.34	9.82
MOL010788	leucopelargonidin	https://tcmsp-e.com/molecule.php?qn=10788	290.29	1.36	5	6	57.97	-0.12	-0.62	0.24	0.37	1.38
MOL010789	1,5,8-trimethyl-1,2-dihydro-naphthalene	https://tcmsp-e.com/molecule.php?qn=10789	172.29	4.12	0	0	53.22	1.93	2.01	0.06	0.35	11.32
MOL010791	Trichloroicosylsilane	https://tcmsp-e.com/molecule.php?qn=10791	416.05	11.71	0	0	14.53	1.94	2.04	0.23	0.09	
MOL010792	1,5-dimethyl-4-(2-hexenyl)benzene	https://tcmsp-e.com/molecule.php?qn=10792	188.34	5.13	0	0	6.69	1.97	2.04	0.05	0.34	
MOL010793	[(1S,4S)-4-isopropyl-1-cyclohex-2-enyl]methanol	https://tcmsp-e.com/molecule.php?qn=10793	154.28	2.35	1	1	47.34	1.17	1.35	0.03	0.22	1.50
MOL010794	patchoulane	https://tcmsp-e.com/molecule.php?qn=10794	206.41	4.37	0	0	52.71	1.80	2.19	0.11	0.22	12.45
MOL010795	1-propenyl-2-vinyl-4-methylcycloheptane	https://tcmsp-e.com/molecule.php?qn=10795	178.35	4.48	0	0	35.45	1.87	2.15	0.04	0.26	3.28
MOL010796	Promyr	https://tcmsp-e.com/molecule.php?qn=10796	270.51	6.43	0	2	21.01	1.42	1.33	0.11	0.19	
MOL010797	Dehydroxylinalool oxide A	https://tcmsp-e.com/molecule.php?qn=10797	154.28	2.40	0	1	36.85	1.57	2.01	0.03	0.29	11.37
MOL010798	Cedreneoxide	https://tcmsp-e.com/molecule.php?qn=10798	220.39	3.10	0	1	82.69	1.55	1.80	0.14	0.20	0.89
MOL010799	Ariskanin A	https://tcmsp-e.com/molecule.php?qn=10799	341.34	3.36	0	6	109.51	0.69	0.17	0.40	0.08	3.32
MOL010800	serratagenic  acid	https://tcmsp-e.com/molecule.php?qn=10800	486.76	5.54	3	5	14.35	-0.09	-0.63	0.73	0.27	
MOL010801	β-amyrin	https://tcmsp-e.com/molecule.php?qn=10801	426.80	7.30	1	1	15.93	1.42	1.20	0.76	0.23	
MOL010802	Aristoloside	https://tcmsp-e.com/molecule.php?qn=10802	519.45	0.73	5	13	3.87	-1.39	-2.60	0.83	0.04	
MOL010803	aristolochic acid A	https://tcmsp-e.com/molecule.php?qn=10803	340.30	2.61	2	7	62.71	-0.10	-0.61	0.55	0.38	6.78
MOL010804	aristolochic acidⅡ	https://tcmsp-e.com/molecule.php?qn=10804	311.26	2.91	1	6	37.56	0.47	-0.01	0.45	0.06	7.02
MOL010805	Magnoflorine	https://tcmsp-e.com/molecule.php?qn=10805	354.57	0.81	2	4	12.90	0.46	0.20	0.53	0.06	
MOL010806	quinatic acid	https://tcmsp-e.com/molecule.php?qn=10806	456.73	4.93	3	4	29.98	0.06	-0.66	0.77	0.26	
MOL010807	Cyanin	https://tcmsp-e.com/molecule.php?qn=10807	611.58	-2.05	11	16	5.36	-2.52	-3.34	0.72	0.27	
MOL010808	oleanonic acid	https://tcmsp-e.com/molecule.php?qn=10808	454.76	6.38	1	3	12.50	0.68	0.26	0.76	0.27	
MOL010809	mesembryanthemoidigenic acid	https://tcmsp-e.com/molecule.php?qn=10809	472.78	5.33	3	4	11.43	0.04	-0.62	0.75	0.23	
MOL010810	akebonoic  acid	https://tcmsp-e.com/molecule.php?qn=10810	440.73	6.02	2	3	15.31	0.57	0.04	0.78	0.27	
MOL010811	Akeboside sth	https://tcmsp-e.com/molecule.php?qn=10811	1,205.55	-0.18	14	25	4.56	-4.22	-5.24	0.01	0.24	
MOL010812	(Z)6,(Z)9-Pentadecadien-1-ol	https://tcmsp-e.com/molecule.php?qn=10812	224.43	5.10	1	1	17.53	1.34	1.03	0.06	0.20	
MOL010813	Benzo[a]carbazole	https://tcmsp-e.com/molecule.php?qn=10813	217.28	4.23	1	0	35.22	1.87	1.65	0.22	0.40	11.43
MOL010814	2-(4a,8-dimethyl-1,2,3,4,4a,5,6,7-octahydro-napthalen-2-yl)-prop-2en-1-ol	https://tcmsp-e.com/molecule.php?qn=10814	220.39	3.86	1	1	28.72	1.25	1.19	0.09	0.18	
MOL010815	2,4-Hexadiene, 3,4-dimethyl-, (E,Z)-	https://tcmsp-e.com/molecule.php?qn=10815	110.22	3.11	0	0	51.82	1.84	2.06	0.01	0.33	11.66
MOL010816	7-methylocta-3,4-diene	https://tcmsp-e.com/molecule.php?qn=10816	124.25	3.67	0	0	27.17	1.88	2.02	0.01	0.37	
MOL010817	7-methyl-4-(1-methylethylidene)-bicyclo[5.3.1]undec-1-en-8-ol	https://tcmsp-e.com/molecule.php?qn=10817	218.37	3.62	0	1	58.36	1.62	1.75	0.10	0.30	9.29
MOL010818	(3aS,5R,8aS,9aS)-5,8a-dimethyl-3-methylene-5,6,7,8,9,9a-hexahydro-3aH-benzo[f]benzofuran-2-one	https://tcmsp-e.com/molecule.php?qn=10818	232.35	3.31	0	2	53.29	1.30	1.42	0.15	0.30	7.93
MOL010819	Ambrosin	https://tcmsp-e.com/molecule.php?qn=10819	246.33	2.53	0	3	68.54	0.64	0.80	0.17	0.39	2.80
MOL010820	Methyl betulinate	https://tcmsp-e.com/molecule.php?qn=10820	470.81	6.77	1	3	16.81	0.96	0.55	0.76	0.25	
MOL010821	Caryophyleine-(I3)	https://tcmsp-e.com/molecule.php?qn=10821	204.39	4.70	0	0	35.37	1.84	2.04	0.09	0.26	7.44
MOL010822	ZINC04026824	https://tcmsp-e.com/molecule.php?qn=10822	220.39	3.08	1	1	68.97	1.23	1.39	0.12	0.24	4.96
MOL010823	ETA	https://tcmsp-e.com/molecule.php?qn=10823	61.10	-1.19	3	2	57.26	-0.17	-1.58	0.00	0.15	11.74
MOL010824	2-[(2R,4aR,8aS)-4a-methyl-8-methylene-decalin-2-yl]acrylic acid	https://tcmsp-e.com/molecule.php?qn=10824	234.37	3.93	1	2	30.83	1.02	1.03	0.11	0.31	0.76
MOL010825	Costunolide	https://tcmsp-e.com/molecule.php?qn=10825	232.35	4.02	0	2	29.07	1.28	1.42	0.11	0.36	
MOL010826	costuslactone	https://tcmsp-e.com/molecule.php?qn=10826	232.35	4.02	0	2	60.48	1.30	1.44	0.11	0.35	5.25
MOL010827	1,2-Dimethylcyclohexene	https://tcmsp-e.com/molecule.php?qn=10827	110.22	3.19	0	0	45.06	1.82	2.09	0.01	0.22	11.38
MOL010828	cynaropicrin	https://tcmsp-e.com/molecule.php?qn=10828	346.41	1.60	2	6	67.50	-0.10	-0.83	0.38	0.34	1.38
MOL010829	4-[(1R)-2,6,6-trimethyl-1-cyclohex-2-enyl]butan-2-one	https://tcmsp-e.com/molecule.php?qn=10829	194.35	3.04	0	1	22.54	1.38	1.49	0.05	0.23	
MOL010830	dihydrocostus lactone	https://tcmsp-e.com/molecule.php?qn=10830	234.37	4.01	0	2	62.30	1.27	1.38	0.11	0.32	4.71
MOL010831	Ermanthin	https://tcmsp-e.com/molecule.php?qn=10831	230.33	3.23	0	2	61.55	1.28	1.43	0.14	0.37	2.50
MOL010832	Eremophilene	https://tcmsp-e.com/molecule.php?qn=10832	204.39	4.75	0	0	37.31	1.83	2.14	0.08	0.25	7.47
MOL010833	eudesma-5,11(13)-dien-8,12-olide	https://tcmsp-e.com/molecule.php?qn=10833	232.35	3.31	0	2	52.71	1.27	1.40	0.15	0.31	7.53
MOL010834	Aceteugenol	https://tcmsp-e.com/molecule.php?qn=10834	206.26	2.59	0	3	33.87	1.15	1.12	0.06	0.27	1.35
MOL010835	humulane-1,6-dien-3-ol	https://tcmsp-e.com/molecule.php?qn=10835	220.44	5.54	0	0	25.76	1.85	2.04	0.07	0.25	
MOL010836	Isoalantolactone	https://tcmsp-e.com/molecule.php?qn=10836	232.35	3.37	0	2	53.43	1.28	1.42	0.15	0.33	7.95
MOL010837	isodihydrocostunolide	https://tcmsp-e.com/molecule.php?qn=10837	236.34	3.35	0	3	43.44	0.73	0.78	0.12	0.34	5.87
MOL010838	3-Epizaluzanin C	https://tcmsp-e.com/molecule.php?qn=10838	246.33	2.18	1	3	48.97	0.54	0.12	0.16	0.35	-0.34
MOL010839	lappadilactone	https://tcmsp-e.com/molecule.php?qn=10839	494.68	4.27	1	6	38.56	-0.12	-0.62	0.73	0.35	9.35
MOL010840	(3aS,6E,10Z,11aR)-6-methyl-3-methylidene-10-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3a,4,5,8,9,11a-hexahydrocyclodeca[d]furan-2-one	https://tcmsp-e.com/molecule.php?qn=10840	410.51	1.18	4	8	12.11	-0.72	-1.19	0.60	0.29	
MOL010841	picriside B_qt	https://tcmsp-e.com/molecule.php?qn=10841	218.32	3.58	0	2	70.68	1.25	1.38	0.10	0.36	3.91
MOL010842	Naphthol[1,2-b]furan-2(3H)-one,decahydro-6-hydroxy-5a-methyl-3,9-bis(methylene)-,[3as-(3aalpha,5abeta,6beta,9aalpha,9bbeta)]	https://tcmsp-e.com/molecule.php?qn=10842	248.35	2.33	1	3	40.37	0.57	0.17	0.17	0.34	6.89
MOL010843	Balchanin	https://tcmsp-e.com/molecule.php?qn=10843	248.35	2.28	1	3	36.48	0.59	0.20	0.17	0.32	6.93
MOL010844	spathulenol	https://tcmsp-e.com/molecule.php?qn=10844	220.39	3.01	1	1	80.32	1.28	1.33	0.12	0.27	12.10
MOL010845	candicine	https://tcmsp-e.com/molecule.php?qn=10845	180.30	0.60	1	1	38.70	1.47	1.62	0.04	0.21	3.85
MOL010846	deoxynivalenol standard	https://tcmsp-e.com/molecule.php?qn=10846	296.35	-1.28	3	6	31.16	-0.74	-1.73	0.25	0.27	0.89
MOL010847	EG	https://tcmsp-e.com/molecule.php?qn=10847	62.08	-0.90	2	2	68.33	-0.29	-1.82	0.00	0.19	11.85
MOL010848	gliadin	https://tcmsp-e.com/molecule.php?qn=10848	631.77	-1.92	10	16	2.27	-2.11	-2.52	0.60	0.36	
MOL010849	hordatine A	https://tcmsp-e.com/molecule.php?qn=10849	552.76	-2.33	13	10	1.19	-2.08	-3.74	0.75	0.27	
MOL010850	hordatine B	https://tcmsp-e.com/molecule.php?qn=10850	580.77	1.02	11	13	3.42	-0.55	-1.66	0.70	0.25	
MOL010851	PG	https://tcmsp-e.com/molecule.php?qn=10851	76.11	-0.83	2	2	108.55	-0.21	-1.67	0.00	0.19	11.52
MOL010853	Dioctadecanoylphosphatidylserine	https://tcmsp-e.com/molecule.php?qn=10853	792.22	12.84	4	11	12.45	-0.83	-2.15	0.25	0.21	
MOL010854	D-Prolin	https://tcmsp-e.com/molecule.php?qn=10854	115.15	-0.06	2	3	86.46	0.28	0.44	0.01	0.32	11.15
MOL010855	Sucol B	https://tcmsp-e.com/molecule.php?qn=10855	90.14	-0.25	2	2	17.74	-0.18	-1.68	0.00	0.18	
MOL010856	putrescine	https://tcmsp-e.com/molecule.php?qn=10856	88.18	-0.83	4	2	81.23	-0.08	-0.92	0.00	0.16	11.02
MOL010857	Sterigmato-cystin	https://tcmsp-e.com/molecule.php?qn=10857	324.30	2.20	1	6	57.16	0.79	-0.09	0.68	0.25	18.34
MOL010858	tianshic acid	https://tcmsp-e.com/molecule.php?qn=10858	330.52	3.67	4	5	12.91	-0.74	-1.59	0.20	0.26	
MOL010859	TSS	https://tcmsp-e.com/molecule.php?qn=10859	160.24	1.55	3	1	32.08	1.03	0.57	0.05	0.20	-1.31
MOL010860	violanthin	https://tcmsp-e.com/molecule.php?qn=10860	578.57	-1.56	10	14	15.38	-2.36	-3.05	0.81	0.31	
MOL010861	Delta-D	https://tcmsp-e.com/molecule.php?qn=10861	384.71	7.76	1	1	45.66	1.38	1.01	0.48	0.24	8.75
MOL010862	α-tocopheryl quinone	https://tcmsp-e.com/molecule.php?qn=10862	446.79	8.76	1	3	35.91	0.77	-0.01	0.50	0.24	1.14
MOL010863	3-ACETYLDEOXYNIVALENOL	https://tcmsp-e.com/molecule.php?qn=10863	322.39	-1.03	2	6	47.27	-0.50	-0.70	0.31	0.29	1.32
MOL010864	5,7-Dihydroxy-3',4',5'-trimethoxyflavon	https://tcmsp-e.com/molecule.php?qn=10864	344.34	2.55	2	7	46.01	0.68	-0.35	0.37	0.24	16.92
MOL010865	Naphthol aS-bl phosphate	https://tcmsp-e.com/molecule.php?qn=10865	452.21	3.02	3	7	49.88	0.11	-0.94	0.45	0.51	5.28
MOL010866	Arctignan E	https://tcmsp-e.com/molecule.php?qn=10866	732.84	4.37	6	13	3.77	-0.88	-2.10	0.31	0.24	
MOL010867	lappaol H	https://tcmsp-e.com/molecule.php?qn=10867	750.86	3.76	8	14	3.25	-1.63	-3.01	0.38	0.23	
MOL010868	neoarctin A	https://tcmsp-e.com/molecule.php?qn=10868	742.88	7.44	1	12	39.99	0.32	-0.36	0.27	0.21	5.82
MOL010869	neoarctin B	https://tcmsp-e.com/molecule.php?qn=10869	742.88	7.13	2	12	9.73	0.12	-0.97	0.27	0.23	
MOL010870	TERPINEOL	https://tcmsp-e.com/molecule.php?qn=10870	140.25	1.97	1	1	58.79	1.38	1.75	0.03	0.24	11.31
MOL010871	isolappaol C	https://tcmsp-e.com/molecule.php?qn=10871	536.62	4.22	3	9	3.15	-0.04	-1.26	0.86	0.23	
MOL010872	lappaol A	https://tcmsp-e.com/molecule.php?qn=10872	536.62	4.22	3	9	3.15	0.01	-1.21	0.86	0.24	
MOL010873	Lappaol B	https://tcmsp-e.com/molecule.php?qn=10873	550.65	4.47	2	9	22.65	0.05	-1.12	0.83	0.25	
MOL010874	lappaol C	https://tcmsp-e.com/molecule.php?qn=10874	554.64	3.61	5	10	1.00	-0.46	-1.51	0.80	0.24	
MOL010875	Lappaol D	https://tcmsp-e.com/molecule.php?qn=10875	568.67	3.86	4	10	3.45	-0.30	-1.59	0.79	0.24	
MOL010876	Lappaol E	https://tcmsp-e.com/molecule.php?qn=10876	554.64	4.00	4	10	3.55	-0.31	-1.62	0.78	0.26	
MOL010877	lappaol F	https://tcmsp-e.com/molecule.php?qn=10877	714.82	4.97	4	12	7.82	-0.60	-2.13	0.19	0.22	
MOL010878	Cucurbitine	https://tcmsp-e.com/molecule.php?qn=10878	130.17	-1.61	4	4	124.95	-0.31	-0.78	0.02	0.26	11.17
MOL010879	PKA	https://tcmsp-e.com/molecule.php?qn=10879	115.20	1.20	2	2	59.18	0.94	1.16	0.01	0.22	10.67
MOL010880	3-OCTENOIC ACID	https://tcmsp-e.com/molecule.php?qn=10880	142.22	2.27	1	2	17.29	0.92	1.00	0.02	0.30	
MOL010881	Valeramide	https://tcmsp-e.com/molecule.php?qn=10881	101.17	0.75	2	2	67.52	0.86	1.10	0.01	0.23	11.08
MOL010882	phosphatidyl ethanolamine	https://tcmsp-e.com/molecule.php?qn=10882	716.11	11.03	3	9	24.25	-0.30	-1.73	0.35	0.23	
MOL010883	Triglyzerid	https://tcmsp-e.com/molecule.php?qn=10883	176.14	-0.41	0	6	33.61	-0.44	-0.70	0.03	0.37	5.62
MOL010884	2-Hexylpyridine	https://tcmsp-e.com/molecule.php?qn=10884	163.29	3.45	0	1	55.25	1.66	1.80	0.03	0.23	6.66
MOL010885	(1S,2R)-2-methylcyclopentanol	https://tcmsp-e.com/molecule.php?qn=10885	100.18	1.36	1	1	59.60	1.18	1.51	0.01	0.20	10.98
MOL010886	Sphingoid	https://tcmsp-e.com/molecule.php?qn=10886	299.56	4.83	4	3	17.50	0.36	-0.29	0.16	0.16	
MOL010887	Barbinervic acid	https://tcmsp-e.com/molecule.php?qn=10887	488.78	4.23	4	5	13.71	-0.13	-0.76	0.71	0.00	
MOL010888	1-LINOLEOYL-3-PALMITOYL-RAC-GLYCEROL	https://tcmsp-e.com/molecule.php?qn=10888	593.05	12.57	1	5	33.86	0.57	-0.69	0.41	0.19	1.46
MOL010889	5-desgalloylstachyurin	https://tcmsp-e.com/molecule.php?qn=10889	784.57	1.18	14	22	12.64	-2.80	-3.93	0.12	0.38	
MOL010891	Punicalagin_qt	https://tcmsp-e.com/molecule.php?qn=10891	638.42	2.12	12	18	18.25	-2.28	-2.81	0.37	0.39	
MOL010892	quisqualic acid	https://tcmsp-e.com/molecule.php?qn=10892	189.15	-1.33	4	8	4.37	-1.18	-1.60	0.05	0.41	
MOL010893	brevioflin carboxylic acid	https://tcmsp-e.com/molecule.php?qn=10893	292.21	-0.16	4	8	7.94	-0.85	-1.34	0.27	0.43	
MOL010894	castalagin	https://tcmsp-e.com/molecule.php?qn=10894	934.66	2.11	16	26	19.56	-2.78	-3.96	0.01	0.37	
MOL010895	Casuariin	https://tcmsp-e.com/molecule.php?qn=10895	784.57	1.18	14	22	19.23	-2.50	-3.29	0.12	0.38	
MOL010896	aescigenin	https://tcmsp-e.com/molecule.php?qn=10896	488.78	2.85	4	5	18.73	-0.26	-1.09	0.53	0.23	
MOL010897	protoaescigenin	https://tcmsp-e.com/molecule.php?qn=10897	506.80	2.09	6	6	15.30	-0.79	-1.69	0.69	0.25	
MOL010898	escin	https://tcmsp-e.com/molecule.php?qn=10898	1,131.41	-0.64	13	24	1.84	-3.79	-4.60	0.04	0.27	
MOL010899	aescin	https://tcmsp-e.com/molecule.php?qn=10899	630.95	4.39	4	8	18.30	-0.51	-1.24	0.44	0.25	
MOL010900	spinastenol	https://tcmsp-e.com/molecule.php?qn=10900	412.77	7.64	1	1	6.95	1.31	0.90	0.76	0.23	
MOL010901	Escinidin	https://tcmsp-e.com/molecule.php?qn=10901	490.80	3.18	5	5	17.42	-0.26	-0.84	0.71	0.24	
MOL010902	wilsonic acid	https://tcmsp-e.com/molecule.php?qn=10902	187.21	0.70	2	3	61.39	0.76	0.77	0.12	0.45	-2.02
MOL010903	8,11-Eicosadienoic acid, methyl ester	https://tcmsp-e.com/molecule.php?qn=10903	322.59	7.55	0	2	39.67	1.46	1.20	0.23	0.21	5.53
MOL010904	Dimethulen	https://tcmsp-e.com/molecule.php?qn=10904	184.30	4.65	0	0	25.35	1.95	1.84	0.06	0.39	
MOL010905	linderalactone	https://tcmsp-e.com/molecule.php?qn=10905	244.31	3.39	0	3	69.58	1.05	0.96	0.17	0.30	-2.96
MOL010906	isolinderoxide	https://tcmsp-e.com/molecule.php?qn=10906	184.36	4.20	0	1	18.33	1.55	1.63	0.04	0.21	
MOL010907	Norboldine	https://tcmsp-e.com/molecule.php?qn=10907	313.38	2.50	3	5	40.92	0.75	0.02	0.46	0.23	0.90
MOL010908	Lindenenol	https://tcmsp-e.com/molecule.php?qn=10908	230.33	2.30	1	2	52.05	1.10	1.09	0.18	0.28	1.01
MOL010909	dodeca-1,4-dien-3-one	https://tcmsp-e.com/molecule.php?qn=10909	180.32	4.29	0	1	56.05	1.46	1.53	0.03	0.32	5.40
MOL010910	(4E)-dodeca-1,4-diene	https://tcmsp-e.com/molecule.php?qn=10910	166.34	5.01	0	0	17.97	1.84	1.98	0.02	0.26	
MOL010911	3,4,5-Hemimellitenol	https://tcmsp-e.com/molecule.php?qn=10911	136.21	3.02	1	1	39.88	1.58	1.76	0.03	0.38	11.73
MOL010912	Linderic acid	https://tcmsp-e.com/molecule.php?qn=10912	198.34	4.10	1	2	30.61	1.04	0.98	0.04	0.25	5.65
MOL010913	C09495	https://tcmsp-e.com/molecule.php?qn=10913	260.31	2.50	0	4	77.09	0.72	0.45	0.25	0.29	-3.49
MOL010914	linderoxide	https://tcmsp-e.com/molecule.php?qn=10914	184.36	4.41	0	1	44.95	1.56	1.74	0.04	0.19	4.15
MOL010915	neolinderalactone	https://tcmsp-e.com/molecule.php?qn=10915	232.30	3.26	0	3	73.26	1.09	1.18	0.14	0.26	-2.91
MOL010916	nubigenol	https://tcmsp-e.com/molecule.php?qn=10916	290.29	1.98	5	6	42.55	-0.21	-0.74	0.19	0.38	14.17
MOL010917	Boldine	https://tcmsp-e.com/molecule.php?qn=10917	327.41	3.03	2	5	31.18	1.05	0.42	0.51	0.25	-0.04
MOL010918	Aseanostatin P1	https://tcmsp-e.com/molecule.php?qn=10918	228.42	5.25	1	2	26.53	1.08	1.10	0.07	0.21	
MOL010919	17-beta-estradiol	https://tcmsp-e.com/molecule.php?qn=10919	272.42	3.81	2	2	12.41	0.95	0.46	0.32	0.27	
MOL010920	6-Oxooctanoic acid	https://tcmsp-e.com/molecule.php?qn=10920	158.22	1.16	1	3	8.34	0.26	-0.03	0.02	0.27	
MOL010921	estrone	https://tcmsp-e.com/molecule.php?qn=10921	270.40	3.77	1	2	53.56	1.01	0.83	0.32	0.30	3.50
MOL010922	Diisooctyl succinate	https://tcmsp-e.com/molecule.php?qn=10922	342.58	5.99	0	4	31.62	0.72	0.13	0.23	0.20	1.98
MOL010923	11-docosenoic acid	https://tcmsp-e.com/molecule.php?qn=10923	338.64	8.66	1	2	28.56	1.21	0.74	0.26	0.20	
MOL010924	[CHN]	https://tcmsp-e.com/molecule.php?qn=10924	27.03	-.00	0	1	22.09	1.42	2.17	0.00	0.34	
MOL010925	Isooleic acid	https://tcmsp-e.com/molecule.php?qn=10925	282.52	6.84	1	2	33.13	1.15	0.87	0.14	0.21	4.96
MOL010926	2-Hydroxy-hexadecanoic acid	https://tcmsp-e.com/molecule.php?qn=10926	272.48	5.69	2	3	22.62	0.48	0.22	0.12	0.21	
MOL010927	2-undecenoic acid	https://tcmsp-e.com/molecule.php?qn=10927	184.31	4.06	1	2	41.62	1.01	1.08	0.04	0.24	5.27
MOL010928	[(2R)-2,3-dihydroxypropyl] octadecanoate	https://tcmsp-e.com/molecule.php?qn=10928	358.63	6.48	2	4	25.20	0.32	-0.37	0.29	0.18	
MOL010929	glyceryl linolenate	https://tcmsp-e.com/molecule.php?qn=10929	352.57	5.15	2	4	38.14	0.32	-0.43	0.31	0.26	6.05
MOL010930	10,10-dimethyl-2,6-bis(methylene)-dicyclo[7.2.0]undecane	https://tcmsp-e.com/molecule.php?qn=10930	204.39	4.81	0	0	31.97	1.83	2.04	0.09	0.26	7.77
